Total Population,Female Population,Male Population,Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),GDP in USD,Agriculture value added(in USD),Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Year,Country
126811000.0,64875568.0,61935432.0,3.49000000953674,3.01999998092651,14.1400003433228,5037835383110.97,52615764504.0709,5651.901469530437,7.22,88.65398466818677,2018,Japan
126972000.0,64949030.0,62022970.0,3.44000005722046,2.99000000953674,14.1499996185303,4930837369151.42,55641568300.4069,5651.901469530437,6.92,88.65398466818677,2017,Japan
127076000.0,64993146.0,62082854.0,3.5,3.04999995231628,14.210000038147,5003677627544.24,56290438046.6344,5651.901469530437,6.39,88.65398466818677,2016,Japan
127141000.0,65016722.0,62124278.0,3.63000011444092,3.22000002861023,14.4700002670288,4444930651964.18,45965919991.1669,5651.901469530437,6.16,93.0264551074629,2015,Japan
127276000.0,65075452.0,62200548.0,3.69000005722046,3.29999995231628,14.3800001144409,4896994405353.29,48803725389.1671,7819.71463590936,5.58,94.4074689015954,2014,Japan
127445000.0,65150796.0,62294204.0,3.75,3.39000010490417,14.3599996566772,5212328181166.18,55600834051.0709,7988.58331044764,5.05,94.6333015307236,2013,Japan
127629000.0,65232461.0,62396539.0,3.86999988555908,3.53999996185303,14.3800001144409,6272362996105.03,70429476440.8907,7998.34677071825,4.68,94.6215528538495,2012,Japan
127833000.0,65322325.0,62510675.0,3.97000002861023,3.71000003814697,14.5200004577637,6233147172341.35,67334928823.2981,8099.59869517261,4.82,89.7659420746634,2011,Japan
128070000.0,65426533.0,62643467.0,4.07000017166138,3.90000009536743,14.8100004196167,5759071769013.11,63826702874.6623,8594.90903412197,4.66,80.9109544217641,2010,Japan
128047000.0,65395181.0,62651819.0,4.21000003814697,4.09999990463257,15.3100004196167,5289493117993.89,57249057124.0172,8020.27380571196,4.51,81.228056042313,2009,Japan
128063000.0,65381234.0,62681766.0,4.25,4.23000001907349,16.4699993133545,5106679115127.3,53829594763.9066,8270.00773057011,4.44,83.2154545824347,2008,Japan
128001000.0,65325526.0,62675474.0,4.30999994277954,4.32999992370605,16.8700008392334,4579750920354.81,48241453544.9052,8710.0257029242,4.29,83.4827149233339,2007,Japan
127854000.0,65225372.0,62628628.0,4.3899998664856,4.44000005722046,17.2000007629395,4601663122649.92,49812853559.7377,8542.47813912744,4.43,81.4531166986353,2006,Japan
127773000.0,65158465.0,62614535.0,4.46000003814697,4.55000019073486,17.5699996948242,4831467035389.8,53708008296.2705,8539.01058909159,4.02,81.6118617644582,2005,Japan
127761000.0,65126621.0,62634379.0,4.55999994277954,4.67999982833862,18.1599998474121,4893116005656.56,60232177682.4748,8393.25772340542,4.26,82.7064733424108,2004,Japan
127718000.0,65078804.0,62639196.0,4.6399998664856,4.82000017166138,18.9400005340576,4519561645253.53,58710381382.4305,8164.9336820182,4.19,84.3113817390221,2003,Japan
127445000.0,64913526.0,62531474.0,4.71999979019165,4.96000003814697,19.7399997711182,4182846045873.61,57576482598.0158,8266.09910157323,3.71,81.8301897696931,2002,Japan
127149000.0,64736064.0,62412936.0,4.90999984741211,5.28000020980835,20.7700004577637,4374711694090.87,59824453278.1914,8162.01464423629,3.5,80.601638342528,2001,Japan
126843000.0,64552936.0,62290064.0,5.09000015258789,5.55000019073486,21.5599994659424,4968359075956.59,75413745586.4818,8299.40950624,3.7,80.6737656342559,2000,Japan
126631000.0,64416945.0,62214055.0,5.21000003814697,5.76000022888184,22.1299991607666,4635982224063.88,73065874908.2583,8147.38887002393,3.82878657575963,80.61843811738,1999,Japan
126400000.0,64270952.0,62129048.0,5.30000019073486,5.96999979019165,22.7700004577637,4098362709531.24,65708569477.3244,8003.95569620253,4.04535605146046,79.3987296563773,1998,Japan
126057000.0,64068675.0,61988325.0,5.36999988555908,6.01999998092651,24.25,4492448605638.94,68640699424.5022,7991.00406958757,4.07212749288482,80.3585871503862,1997,Japan
125757000.0,63890191.0,61866809.0,5.51999998092651,6.26000022888184,24.6599998474121,4923391533851.63,81409939960.8932,7835.41274044387,3.8393584372338,81.2193281130974,1996,Japan
125472000.0,63722116.0,61749884.0,5.69999980926514,6.48999977111816,25.0900001525879,5545563663889.7,91226201259.6269,7693.69261667942,3.91718852109581,81.4754979108445,1995,Japan
125178000.0,63552818.0,61625182.0,5.80999994277954,6.57999992370605,25.8199996948242,4998797547740.97,94582800921.2604,7509.53042866957,3.56764577817821,82.682513285947,1994,Japan
124829000.0,63358630.0,61470370.0,5.96999979019165,6.78000020980835,26.6800003051758,4454143876947.21,62629666087.5866,7077.36183098479,4.43560671218463,82.4296751225377,1993,Japan
124425000.0,63138402.0,61286598.0,6.42000007629395,7.28999996185303,27.4400005340576,3908809463463.86,62629666087.5866,7023.53224834238,4.19771490131849,83.9540195376108,1992,Japan
123964000.0,62889471.0,61074529.0,6.73000001907349,7.78000020980835,27.7000007629395,3584420077100.84,62629666087.5866,7006.59868994224,4.73056921825984,83.8847678901191,1991,Japan
123478000.0,62626958.0,60851042.0,4.6778571265084405,4.856785748686108,19.23392868041993,3132817652848.04,62629666087.5866,6808.79184956025,4.55066402367469,84.552053391071,1990,Japan
123069000.0,62402142.0,60666858.0,4.6778571265084405,4.856785748686108,19.23392868041993,3054914166263.18,62629666087.5866,6239.30478024523,4.610862679725876,84.9193620104611,1989,Japan
122578000.0,62134978.0,60443022.0,4.6778571265084405,4.856785748686108,19.23392868041993,3071683013178.91,62629666087.5866,5906.47587658471,4.610862679725876,84.7390395143282,1988,Japan
122069000.0,61859029.0,60209971.0,4.6778571265084405,4.856785748686108,19.23392868041993,2532808573157.03,62629666087.5866,5640.9653556595,4.610862679725876,83.4724416979428,1987,Japan
121482000.0,61545487.0,59936513.0,4.6778571265084405,4.856785748686108,19.23392868041993,2078953333673.55,62629666087.5866,5328.22969658056,4.610862679725876,84.5666003079118,1986,Japan
120837000.0,61205656.0,59631344.0,4.6778571265084405,4.856785748686108,19.23392868041993,1398892744820.69,62629666087.5866,5324.13912957124,4.610862679725876,84.9682291429023,1985,Japan
120083000.0,60814106.0,59268894.0,4.6778571265084405,4.856785748686108,19.23392868041993,1318381627003.76,62629666087.5866,5182.0823930115,4.610862679725876,87.1033696768879,1984,Japan
119307000.0,60414541.0,58892459.0,4.6778571265084405,4.856785748686108,19.23392868041993,1243323592058.83,62629666087.5866,4958.93786617717,4.610862679725876,87.4314552264603,1983,Japan
118480000.0,59991753.0,58488247.0,4.6778571265084405,4.856785748686108,19.23392868041993,1134518001884.56,62629666087.5866,4695.39162727887,4.610862679725876,88.5145527798192,1982,Japan
117661000.0,59574777.0,58086223.0,4.6778571265084405,4.856785748686108,19.23392868041993,1218988935129.81,62629666087.5866,4753.85216851803,4.610862679725876,90.7445214476561,1981,Japan
116807000.0,59141247.0,57665753.0,4.6778571265084405,4.856785748686108,19.23392868041993,1105385973763.87,62629666087.5866,4716.67793882216,4.610862679725876,91.3240725561931,1980,Japan
115890000.0,58676704.0,57213296.0,4.6778571265084405,4.856785748686108,19.23392868041993,1055012119526.33,62629666087.5866,4861.92078695315,4.610862679725876,92.610890913916,1979,Japan
114913000.0,58182892.0,56730108.0,4.6778571265084405,4.856785748686108,19.23392868041993,1013612173518.84,62629666087.5866,4669.49779398327,4.610862679725876,93.3945047179237,1978,Japan
113872000.0,57658272.0,56213728.0,4.6778571265084405,4.856785748686108,19.23392868041993,721411786536.814,62629666087.5866,4444.42005058311,4.610862679725876,95.5226997555245,1977,Japan
112775000.0,57107603.0,55667397.0,4.6778571265084405,4.856785748686108,19.23392868041993,586161858999.671,62629666087.5866,4310.46774551097,4.610862679725876,94.9935627986153,1976,Japan
111573000.0,56506487.0,55066513.0,4.6778571265084405,4.856785748686108,19.23392868041993,521541905673.251,62629666087.5866,4041.9187437821,4.610862679725876,95.4740489100081,1975,Japan
110162000.0,55802301.0,54359699.0,4.6778571265084405,4.856785748686108,19.23392868041993,479625998613.406,62629666087.5866,3967.08483869211,4.610862679725876,96.1724417757311,1974,Japan
108707000.0,55078120.0,53628880.0,4.6778571265084405,4.856785748686108,19.23392868041993,432082670450.719,62629666087.5866,4067.36456713919,4.610862679725876,97.3455999098039,1973,Japan
107188000.0,54323037.0,52864963.0,4.6778571265084405,4.856785748686108,19.23392868041993,318031297492.352,62629666087.5866,3737.26536552599,4.610862679725876,96.5739067579185,1972,Japan
105697000.0,53582623.0,52114377.0,4.6778571265084405,4.856785748686108,19.23392868041993,240151807460.241,62629666087.5866,3415.68824091507,4.610862679725876,96.5139978656103,1971,Japan
103403000.0,52434590.0,50968410.0,4.6778571265084405,4.856785748686108,19.23392868041993,212609187919.444,62629666087.5866,3251.35634362639,4.610862679725876,97.004806744572,1970,Japan
102219000.0,51848829.0,50370171.0,4.6778571265084405,4.856785748686108,19.23392868041993,172204199480.889,62629666087.5866,2889.87370254062,4.610862679725876,97.0100770617973,1969,Japan
101011000.0,51250348.0,49760652.0,4.6778571265084405,4.856785748686108,19.23392868041993,146601072685.511,62629666087.5866,2514.57762025918,4.610862679725876,96.6425595245175,1968,Japan
99879000.0,50689006.0,49189994.0,4.6778571265084405,4.856785748686108,19.23392868041993,123781880217.6,62629666087.5866,2272.75002753332,4.610862679725876,96.5080322356579,1967,Japan
98851000.0,50178001.0,48672999.0,4.6778571265084405,4.856785748686108,19.23392868041993,105628070343.111,62629666087.5866,2003.01463819284,4.610862679725876,95.2639358901762,1966,Japan
97952000.0,49729415.0,48222585.0,4.6778571265084405,4.856785748686108,19.23392868041993,90950278257.7778,62629666087.5866,1792.71479908527,4.610862679725876,95.1410239221694,1965,Japan
96903000.0,49201213.0,47701787.0,4.6778571265084405,4.856785748686108,19.23392868041993,81749006381.5111,62629666087.5866,1692.41406354808,4.610862679725876,95.2036703328143,1964,Japan
95900000.0,48693365.0,47206635.0,4.6778571265084405,4.856785748686108,19.23392868041993,69498131797.3333,62629666087.5866,1520.33368091762,4.610862679725876,94.6090453153928,1963,Japan
94933000.0,48202143.0,46730857.0,4.6778571265084405,4.856785748686108,19.23392868041993,60723018683.7333,62629666087.5866,1330.41197476115,4.610862679725876,94.4211336737914,1962,Japan
94055000.0,47756383.0,46298617.0,4.6778571265084405,4.856785748686108,19.23392868041993,53508617739.3778,62629666087.5866,1257.77470628887,4.610862679725876,93.6032405580801,1961,Japan
93216000.0,47332158.0,45883842.0,4.6778571265084405,4.856785748686108,19.23392868041993,44307342950.4,62629666087.5866,1101.74219018194,4.610862679725876,93.7763804893598,1960,Japan
